seed,role,radius,saturated,mixed,injected_clip_target,preprocessing,qualified,comparisons,max_accuracy_budget_fraction,encoded_y_bias,encoded_cb_bias,encoded_cr_bias,accepted_black_fraction,insufficient_bins,rejected_clipped,rejected_structure,rejected_correlation
14951,fit,0,true,true,0.3,default,True,6,0.0072280447,0.0035949649,-0.0087502394,0.016554016,0.18139648,0,0,0,0
14951,fit,0,true,true,0.45,lower_clip,True,6,0.013834041,0.0039495919,-0.0034656617,0.021909337,0.45019531,0,0,0,0
14951,fit,0,true,true,0.45,color_nr,True,6,0.012737918,0.012561043,-0.014489296,0.044005816,0.1887207,0,0,0,0
14951,fit,0,true,true,0.45,sharpen,True,6,0.0081410108,0.0070462933,-0.0042435157,0.024825491,0.34985352,0,0,0,0
14951,fit,0,true,true,0.45,default,True,6,0.01131474,0.014218157,-0.014601299,0.043348324,0.24609375,0,0,0,0
14951,fit,0,true,true,0.595,lower_clip,True,6,0.021461155,0.0052363696,-0.0042985867,0.028265601,0.59082031,0,0,0,0
14951,fit,0,true,true,0.595,color_nr,True,6,0.007045431,0.015755796,-0.016385161,0.052773838,0.25317383,0,0,0,0
14951,fit,0,true,true,0.595,sharpen,True,6,0.002356838,0.0094952038,-0.0056006091,0.032933519,0.40576172,0,0,0,0
14951,fit,0,true,true,0.595,default,True,6,0.007045431,0.018190899,-0.016813137,0.053005661,0.29858398,0,0,0,0
14951,fit,1,false,false,0.05,lower_clip,True,6,0.013120678,-0.013764695,-6.1391603e-19,-7.7472943e-19,0.047851562,0,0,0,0
14951,fit,1,false,false,0.05,color_nr,True,6,0.013120678,-0.013764695,5.3707808e-10,-1.8550903e-11,0.047851562,0,0,0,0
14951,fit,1,false,false,0.05,sharpen,True,6,0.015773327,-0.01810448,-6.7298653e-19,-8.4927327e-19,0.088867188,0,0,0,0
14951,fit,1,false,false,0.05,default,True,6,0.015773327,-0.01810448,6.3200393e-10,-2.8024019e-11,0.088623047,0,0,0,0
14951,fit,1,false,false,0.15,lower_clip,True,6,0.01331602,-0.016300835,-8.7248253e-19,-1.1010266e-18,0.15063477,0,0,0,0
14951,fit,1,false,false,0.15,color_nr,True,6,0.01331602,-0.016300835,5.0088361e-10,8.3556822e-12,0.15063477,0,0,0,0
14951,fit,1,false,false,0.15,sharpen,True,6,0.016655113,-0.018731885,-9.3664734e-19,-1.1819992e-18,0.20458984,0,0,0,0
14951,fit,1,false,false,0.15,default,True,6,0.016655113,-0.018731886,5.5503732e-10,2.9635997e-12,0.20458984,0,0,0,0
14951,fit,1,false,false,0.3,lower_clip,True,6,0.01457805,-0.0063503496,-4.1382333e-19,-5.2222307e-19,0.29907227,0,0,0,0
14951,fit,1,false,false,0.3,color_nr,True,6,0.014578359,-0.0063503497,5.5132739e-10,1.4939451e-11,0.29907227,0,0,0,0
14951,fit,1,false,false,0.3,sharpen,True,6,0.016929682,-0.0062870933,-4.3175529e-19,-5.4485225e-19,0.35180664,0,0,0,0
14951,fit,1,false,false,0.3,default,True,6,0.016929682,-0.0062870934,5.7374669e-10,1.2819985e-11,0.35058594,0,0,0,0
14951,fit,1,false,false,0.45,lower_clip,True,6,0.038760494,0.032561857,7.2078661e-19,9.0959443e-19,0.44580078,0,0,0,0
14951,fit,1,false,false,0.45,color_nr,True,6,0.038760494,0.032561857,3.7776344e-10,3.4649921e-11,0.44580078,0,0,0,0
14951,fit,1,false,false,0.45,sharpen,True,6,0.017403052,0.034192811,7.2938707e-19,9.2044775e-19,0.48876953,0,0,0,0
14951,fit,1,false,false,0.45,default,True,6,0.017403365,0.034192812,3.8884324e-10,3.3534028e-11,0.48803711,0,0,0,0
14951,fit,1,false,false,0.595,lower_clip,True,6,0.10363816,0.045050856,9.0000679e-19,1.1357608e-18,0.58691406,0,0,0,0
14951,fit,1,false,false,0.595,color_nr,True,6,0.10363816,0.045050856,3.6544889e-10,2.537981e-11,0.58691406,0,0,0,0
14951,fit,1,false,false,0.595,sharpen,True,6,0.14499002,0.04731154,9.4021444e-19,1.1865007e-18,0.59472656,0,0,0,0
14951,fit,1,false,false,0.595,default,True,6,0.14498962,0.047311541,3.6799308e-10,2.4830932e-11,0.5949707,0,0,0,0
14951,fit,1,false,true,0.05,lower_clip,True,6,0.026788036,-0.0075736531,-0.0041233934,-5.7978462e-05,0.049316406,0,0,0,0
14951,fit,1,false,true,0.05,color_nr,True,6,0.22764964,-0.0039450839,0.00018183364,-0.00029734101,0.00073242188,0,0,0,0
14951,fit,1,false,true,0.05,sharpen,True,6,0.026572658,-0.0094016159,-0.0030368664,0.00018872396,0.052001953,0,0,0,0
14951,fit,1,false,true,0.05,default,True,6,0.12483048,-0.0061158484,0.00017821005,-0.00029776234,0.0075683594,0,0,0,0
14951,fit,1,false,true,0.15,lower_clip,True,6,0.028360583,-0.01189213,-0.0040336471,-0.00015666429,0.14819336,0,0,0,0
14951,fit,1,false,true,0.15,color_nr,True,6,0.094719682,-0.0057348401,0.0012066446,-0.00041565918,0.0095214844,0,0,0,0
14951,fit,1,false,true,0.15,sharpen,True,6,0.028142897,-0.013051993,-0.0023389646,0.00014840879,0.14135742,0,0,0,0
14951,fit,1,false,true,0.15,default,True,6,0.062213186,-0.0086936447,0.0013087484,-0.00042146372,0.035644531,0,0,0,0
14951,fit,1,false,true,0.3,lower_clip,True,6,0.058082389,-0.015275053,-0.0023366014,-0.0003149269,0.30395508,0,0,0,0
14951,fit,1,false,true,0.3,color_nr,True,6,0.055987456,-0.0065680174,0.0030739706,-0.00054287543,0.032714844,0,0,0,0
14951,fit,1,false,true,0.3,sharpen,True,6,0.039106984,-0.014811889,-0.00029167473,4.6926296e-05,0.25244141,0,0,0,0
14951,fit,1,false,true,0.3,default,True,6,0.097602594,-0.0095831425,0.0033467115,-0.0005452471,0.082519531,0,0,0,0
14951,fit,1,false,true,0.45,lower_clip,True,6,0.028917019,-0.015409299,-3.0127008e-05,-0.0005274096,0.44995117,0,0,0,0
14951,fit,1,false,true,0.45,color_nr,True,6,0.061073192,-0.0049420818,0.0052538539,-0.00062977462,0.070068359,0,0,0,0
14951,fit,1,false,true,0.45,sharpen,True,6,0.029248402,-0.013454065,0.0021320818,-8.3885928e-05,0.35668945,0,0,0,0
14951,fit,1,false,true,0.45,default,True,6,0.061073192,-0.0073867162,0.005640647,-0.00061675358,0.14575195,0,0,0,0
14951,fit,1,false,true,0.595,lower_clip,True,6,0.05376914,-0.010570306,0.002490301,-0.00072617377,0.58740234,0,0,0,0
14951,fit,1,false,true,0.595,color_nr,True,6,0.058448284,0.00099894521,0.007590094,-0.00062042047,0.12231445,0,0,0,0
14951,fit,1,false,true,0.595,sharpen,True,6,0.02768841,-0.0074214925,0.0046119344,-0.0001820658,0.44335938,0,0,0,0
14951,fit,1,false,true,0.595,default,True,6,0.058448284,-0.00049313332,0.0079967111,-0.00058309941,0.21044922,0,0,0,0
14951,fit,1,true,false,0.05,lower_clip,True,6,0.01816946,-0.0049043071,0.002211294,-0.0063174567,0.047851562,0,0,0,0
14951,fit,1,true,false,0.05,color_nr,True,6,0.013675017,-0.0046538057,0.0019081988,-0.0057749193,0.045410156,0,0,0,0
14951,fit,1,true,false,0.05,sharpen,True,6,0.01816946,-0.0055369031,0.0028087897,-0.0087128319,0.088378906,0,0,0,0
14951,fit,1,true,false,0.05,default,True,6,0.015581318,-0.0053309677,0.0025192907,-0.0081964373,0.085693359,0,0,0,0
14951,fit,1,true,false,0.15,lower_clip,True,6,0.02491488,-0.0059376827,0.0027386385,-0.0073889276,0.15063477,0,0,0,0
14951,fit,1,true,false,0.15,color_nr,True,6,0.019631715,-0.0049174581,0.0016087558,-0.0050654234,0.12988281,0,0,0,0
14951,fit,1,true,false,0.15,sharpen,True,6,0.02491488,-0.0051016421,0.0029029506,-0.0088620735,0.19897461,0,0,0,0
14951,fit,1,true,false,0.15,default,True,6,0.019631715,-0.0043118699,0.0018544602,-0.0067664337,0.18554688,0,0,0,0
14951,fit,1,true,false,0.3,lower_clip,True,6,0.019283403,-0.004439865,0.0018373651,-0.0013621756,0.29907227,0,0,0,0
14951,fit,1,true,false,0.3,color_nr,True,6,0.016245496,-0.0019217797,-0.00074861303,0.0043426798,0.23291016,0,0,0,0
14951,fit,1,true,false,0.3,sharpen,True,6,0.019283403,-0.0020597008,0.0014348062,-0.0011921938,0.33007812,0,0,0,0
14951,fit,1,true,false,0.3,default,True,6,0.01856565,-0.00012224018,-0.00092594397,0.0037744525,0.28686523,0,0,0,0
14951,fit,1,true,false,0.45,lower_clip,True,6,0.014532728,0.0031243981,-0.0024861249,0.020988908,0.44775391,0,0,0,0
14951,fit,1,true,false,0.45,color_nr,True,6,0.014322012,0.0074637934,-0.006702044,0.030492541,0.31445312,0,0,0,0
14951,fit,1,true,false,0.45,sharpen,True,6,0.014894547,0.006519795,-0.003327966,0.022633444,0.43212891,0,0,0,0
14951,fit,1,true,false,0.45,default,True,6,0.015935426,0.0099780858,-0.0071758754,0.0308047,0.35449219,0,0,0,0
14951,fit,1,true,false,0.595,lower_clip,True,6,0.092096686,0.0048428939,-0.0035091595,0.028668277,0.58691406,0,0,0,0
14951,fit,1,true,false,0.595,color_nr,True,6,0.02102613,0.011285497,-0.0094618792,0.041963954,0.38427734,0,0,0,0
14951,fit,1,true,false,0.595,sharpen,True,6,0.018659932,0.008916592,-0.004700527,0.031619868,0.49487305,0,0,0,0
14951,fit,1,true,false,0.595,default,True,6,0.021015472,0.01429397,-0.010170283,0.042992865,0.39599609,0,0,0,0
14951,fit,1,true,true,0.05,lower_clip,True,6,0.026590401,-0.0046091934,0.0016993436,-0.0065278728,0.047851562,0,0,0,0
14951,fit,1,true,true,0.05,color_nr,True,6,0.025788427,-0.0012247646,-0.0059604207,0.0057321649,0.010742188,0,0,0,0
14951,fit,1,true,true,0.05,sharpen,True,6,0.026590401,-0.0052517691,0.0021897066,-0.007699035,0.06640625,0,0,0,0
14951,fit,1,true,true,0.05,default,True,6,0.018373142,-0.0021930186,-0.005410839,0.0039332008,0.028808594,0,0,0,0
14951,fit,1,true,true,0.15,lower_clip,True,6,0.026645457,-0.0056054039,0.0021523091,-0.0076258919,0.15063477,0,0,0,0
14951,fit,1,true,true,0.15,color_nr,True,6,0.016693361,-0.00073398789,-0.006389671,0.0078020146,0.050048828,0,0,0,0
14951,fit,1,true,true,0.15,sharpen,True,6,0.026645457,-0.005477856,0.0024101409,-0.0081582082,0.15478516,0,0,0,0
14951,fit,1,true,true,0.15,default,True,6,0.018777646,-0.001237457,-0.0059091625,0.005885431,0.086425781,0,0,0,0
14951,fit,1,true,true,0.3,lower_clip,True,6,0.026960227,-0.004058421,0.0011700046,-0.0016344331,0.29907227,0,0,0,0
14951,fit,1,true,true,0.3,color_nr,True,6,0.017383889,0.0025144921,-0.008279441,0.016950072,0.1171875,0,0,0,0
14951,fit,1,true,true,0.3,sharpen,True,6,0.026960227,-0.0028216511,0.0010064207,-0.00082814044,0.25415039,0,0,0,0
14951,fit,1,true,true,0.3,default,True,6,0.019665897,0.0028635188,-0.0080656191,0.015644205,0.16210938,0,0,0,0
14951,fit,1,true,true,0.45,lower_clip,True,6,0.027477275,0.0035477987,-0.0032263179,0.0206689,0.44775391,0,0,0,0
14951,fit,1,true,true,0.45,color_nr,True,6,0.019042063,0.011810141,-0.013567854,0.041934188,0.18603516,0,0,0,0
14951,fit,1,true,true,0.45,sharpen,True,6,0.027477275,0.0058007735,-0.0038160737,0.022883656,0.33496094,0,0,0,0
14951,fit,1,true,true,0.45,default,True,6,0.020260269,0.012916002,-0.013632636,0.041392079,0.2265625,0,0,0,0
14951,fit,1,true,true,0.595,lower_clip,True,6,0.039820739,0.0053299073,-0.0043378486,0.028334734,0.58618164,0,0,0,0
14951,fit,1,true,true,0.595,color_nr,True,6,0.018942498,0.015415817,-0.015687822,0.051915322,0.25048828,0,0,0,0
14951,fit,1,true,true,0.595,sharpen,True,6,0.027798691,0.0084904127,-0.0053301,0.03188402,0.39501953,0,0,0,0
14951,fit,1,true,true,0.595,default,True,6,0.019986751,0.017123062,-0.015993666,0.052047002,0.27856445,0,0,0,0
14951,fit,2,false,false,0.05,lower_clip,True,6,0.011975303,-0.014211839,-5.5717504e-19,-7.0312531e-19,0.050537109,0,0,0,0
14951,fit,2,false,false,0.05,color_nr,True,6,0.011975303,-0.014211839,4.5687143e-10,-1.8355607e-11,0.050537109,0,0,0,0
14951,fit,2,false,false,0.05,sharpen,True,6,0.01447527,-0.017408199,-5.989115e-19,-7.5579451e-19,0.076660156,0,0,0,0
14951,fit,2,false,false,0.05,default,True,6,0.01447527,-0.017408198,5.317899e-10,-2.4372882e-11,0.076416016,0,0,0,0
14951,fit,2,false,false,0.15,lower_clip,True,6,0.011611193,-0.01686421,-2.336998e-19,-2.9491673e-19,0.15405273,0,0,0,0
14951,fit,2,false,false,0.15,color_nr,True,6,0.011611193,-0.01686421,4.5775386e-10,1.7995006e-12,0.15405273,0,0,0,0
14951,fit,2,false,false,0.15,sharpen,True,6,0.014503163,-0.018976251,-3.4750754e-19,-4.3853606e-19,0.19311523,0,0,0,0
14951,fit,2,false,false,0.15,default,True,6,0.014503163,-0.018976251,5.0161272e-10,-1.220535e-12,0.19335938,0,0,0,0
14951,fit,2,false,false,0.3,lower_clip,True,6,0.010571996,-0.0070724889,-2.0287177e-19,-2.560134e-19,0.29858398,0,0,0,0
14951,fit,2,false,false,0.3,color_nr,True,6,0.010571996,-0.0070724889,4.9346266e-10,1.0933813e-11,0.29858398,0,0,0,0
14951,fit,2,false,false,0.3,sharpen,True,6,0.013716862,-0.0075697108,-2.4448996e-19,-3.0853335e-19,0.34448242,0,0,0,0
14951,fit,2,false,false,0.3,default,True,6,0.013716862,-0.0075697108,5.1865933e-10,8.429242e-12,0.34472656,0,0,0,0
14951,fit,2,false,false,0.45,lower_clip,True,6,0.080565513,0.031179159,6.2432588e-19,7.8786612e-19,0.44042969,0,0,0,0
14951,fit,2,false,false,0.45,color_nr,True,6,0.080565513,0.031179159,3.1009504e-10,3.2348069e-11,0.44042969,0,0,0,0
14951,fit,2,false,false,0.45,sharpen,False,0,,,,,,1,0,0,0
14951,fit,2,false,false,0.45,default,False,0,,,,,,1,0,0,0
14951,fit,2,false,false,0.595,lower_clip,True,6,0.15583372,0.045053983,8.9757724e-19,1.1326948e-18,0.58276367,0,0,0,0
14951,fit,2,false,false,0.595,color_nr,True,6,0.15583372,0.045053983,3.3313882e-10,2.031454e-11,0.58276367,0,0,0,0
14951,fit,2,false,false,0.595,sharpen,True,6,0.1744085,0.04635139,9.2253819e-19,1.1641942e-18,0.59228516,0,0,0,0
14951,fit,2,false,false,0.595,default,True,6,0.1744085,0.046351391,3.3572208e-10,1.9834531e-11,0.59228516,0,0,0,0
14951,fit,2,false,true,0.05,lower_clip,True,6,0.033400978,-0.0076273505,-0.004042385,-0.0002681845,0.050048828,0,0,0,0
14951,fit,2,false,true,0.05,color_nr,True,6,0.41832137,-0.0042644606,0.0002068107,-0.00038107144,0.0009765625,0,0,0,0
14951,fit,2,false,true,0.05,sharpen,True,6,0.033400978,-0.0088539706,-0.0032906959,-0.00011361159,0.045410156,0,0,0,0
14951,fit,2,false,true,0.05,default,True,6,0.21099455,-0.0056957851,0.00021950673,-0.00037277374,0.0053710938,0,0,0,0
14951,fit,2,false,true,0.15,lower_clip,True,6,0.032259223,-0.01196039,-0.0039204318,-0.0004377336,0.14990234,0,0,0,0
14951,fit,2,false,true,0.15,color_nr,True,6,0.14641442,-0.0062457927,0.0012528079,-0.00048818973,0.011474609,0,0,0,0
14951,fit,2,false,true,0.15,sharpen,True,6,0.032259223,-0.012782642,-0.0026877848,-0.00023226549,0.12817383,0,0,0,0
14951,fit,2,false,true,0.15,default,True,6,0.1169727,-0.0082316071,0.0013385513,-0.00047717146,0.029541016,0,0,0,0
14951,fit,2,false,true,0.3,lower_clip,True,6,0.061589941,-0.015334716,-0.0022629693,-0.00065765414,0.30395508,0,0,0,0
14951,fit,2,false,true,0.3,color_nr,True,6,0.16325657,-0.0072587384,0.0031210545,-0.00057970395,0.041015625,0,0,0,0
14951,fit,2,false,true,0.3,sharpen,True,6,0.078980872,-0.015029916,-0.00073334071,-0.00039108119,0.23242188,0,0,0,0
14951,fit,2,false,true,0.3,default,True,6,0.13599195,-0.0092577937,0.0033141958,-0.00056112369,0.07421875,0,0,0,0
14951,fit,2,false,true,0.45,lower_clip,True,6,0.03167735,-0.015499196,3.5767282e-06,-0.00084981816,0.45043945,0,0,0,0
14951,fit,2,false,true,0.45,color_nr,True,6,0.11896417,-0.0057566545,0.0052477185,-0.0006001189,0.08203125,0,0,0,0
14951,fit,2,false,true,0.45,sharpen,True,6,0.03167735,-0.014059282,0.0016328891,-0.00050432091,0.33666992,0,0,0,0
14951,fit,2,false,true,0.45,default,True,6,0.11896417,-0.0073304258,0.0054995717,-0.00058209454,0.13378906,0,0,0,0
14951,fit,2,false,true,0.595,lower_clip,True,6,0.12370292,-0.010665922,0.0025061576,-0.0010414495,0.57617188,0,0,0,0
14951,fit,2,false,true,0.595,color_nr,True,6,0.12067842,0.00017018942,0.0075171065,-0.00057983427,0.13671875,0,0,0,0
14951,fit,2,false,true,0.595,sharpen,True,6,0.031887929,-0.0082819866,0.0041202362,-0.00062691944,0.42236328,0,0,0,0
14951,fit,2,false,true,0.595,default,True,6,0.12067842,-0.00068941382,0.0077660197,-0.00056401202,0.19921875,0,0,0,0
14951,fit,2,true,false,0.05,lower_clip,True,6,0.017597835,-0.0051689633,0.0022756947,-0.0064475707,0.050537109,0,0,0,0
14951,fit,2,true,false,0.05,color_nr,True,6,0.013053765,-0.0049129788,0.0019789999,-0.0058561709,0.045166016,0,0,0,0
14951,fit,2,true,false,0.05,sharpen,True,6,0.017597835,-0.0056795636,0.0027032015,-0.0081280064,0.074707031,0,0,0,0
14951,fit,2,true,false,0.05,default,True,6,0.014829949,-0.0054678099,0.0024216107,-0.0075760002,0.071289062,0,0,0,0
